titulo,autor,ano,paginas,editora,rating,avaliacao,resenha,abandonos,relendo,lendo,querem_ler,leram,genero,male,female
Jesus: a peregrinação - Galileia,James Martin,2016,272,Harper,4.3,6,1,0,0,2,39,1,Religião e Espiritualidade ,35,65
Tina - Livro de colorir,Mauricio de Sousa,2015,64,Sextante,4.8,2,0,0,0,1,16,2," Use todo o seu talento, abuse das cores e deixe o mundo de Tina ainda mais alegre e divertido!Artes ",14,86
Livro de Ouro da Mitologia,Thomas Bulfinch,2018,368,HarperCollins,4.0,7,175,937,57,1,9,12,Contos / Ficção / Literatura Estrangeira / Aventura ,37,63
A Escritura da Meia-Noite,David Whitley,2012,368,Rocco,3.4,18,2,2,1,9,103,20, Fantasia ,28,73
Chefe Irresistível,Christina Lauren,2016,112,Universo,3.9,1,26,6,3,31,1,2,Erótico / Ficção / Literatura Estrangeira / Romance ,1,99
A caçada ao lobo de Wall Street,Jordan Belfort,2014,544,Editora,0.0,0,0,0,0,0,0,0,"Biografia, Autobiografia, Memórias / História ",0,0
Os 100 Segredos das Pessoas de Sucesso,David Niven,2002,208,Sextante,3.3,250,7,27,3,23,212,529,Fonte: Editora Sextante ,36,64
Confissões,Kanae Minato,2019,192,Gutenberg,4.1,1,259,9,0,62,1,1,Crime / Ficção / Literatura Estrangeira / Suspense e Mistério ,16,84
Amor Contra o Tempo,Myra McEntire,2012,368,Galera,3.8,346,29,8,1,11,1,456,Ficção / Literatura Estrangeira ,6,94
Deixe a Neve Cair,John Green,2013,336,Rocco,4.0,17,602,843,49,1,21,33,Contos / Ficção / Literatura Estrangeira / Jovem adulto / Romance ,9,91
A Imbatível Garota-Esquilo,Shannon Hale,2020,56,Excelsior,4.8,2,0,0,1,0,24,1,Ficção / Infantojuvenil / Jovem adulto / Literatura Estrangeira ,20,80
Amante Finalmente,J. R. Ward ,2013,700,Universo,4.5,2,94,21,6,91,2,3,Erótico / Fantasia / Ficção / Literatura Estrangeira / Romance ,4,96
Mais Forte do que Nunca,Brené Brown,2016,272,Sextante,4.0,179,15,10,1,68,1,239, Autoajuda / Bem estar e lazer ,12,88
A Irmã da Tempestade,Lucinda Riley,2016,528,Arqueiro,4.5,1,91,14,3,87,2,2,Drama / Ficção / Literatura Estrangeira / Romance ,3,97
Amores Infernais,Scott Westerfeld,2011,288,Galera,3.5,2,75,61,4,86,2,3,Contos / Literatura Estrangeira / Romance / Suspense e Mistério ,7,93
o segredo do castelo cant,K. P. Bath,2007,304,Rocco,3.5,42,3,8,0,2,41,67,"Na verdade, toda aquela confusão ajudará a revelar um segredo que mudará para sempre a vida de Lucy ",17,83
Mulheres cheias de graça,Pe Fábio de Melo,2015,192,Editora,3.9,150,7,7,1,24,157,300,Ficção / Literatura Brasileira / Religião e Espiritualidade ,11,89
Uma vida no escuro,Anna Lyndsey,2016,248,Intrínseca,3.5,193,21,10,0,23,1,246,"Biografia, Autobiografia, Memórias / Literatura Estrangeira ",11,89
O dia seguinte,Rhidian Brook,2014,272,Intrínseca,3.8,132,19,9,0,22,508,168,Literatura Estrangeira / Romance ,12,88
Princípios,Ray Dalio,2018,592,Intrínseca,4.2,17,1,1,0,21,45,10,Negócios e Empreendedorismo ,70,30
As Ruínas,Scott Smith,2007,367,Intrínseca,3.8,522,38,31,1,32,1,773,Literatura Estrangeira ,39,61
Retrato de Uma Espiã,Daniel Silva,2013,304,Arqueiro,4.0,141,7,2,1,12,398,210,Ficção / Literatura Estrangeira / Suspense e Mistério ,25,75
Diário da Carol,Inês Stanisiere,2011,79,Planeta,3.1,40,2,1,0,1,16,84," Vou deixar você lê-lo, mas só desta vez! Por que você também não escreve o seu próprio diário? Tenho certeza que você vai se divertir muito! ",0,100
A Cabana - Guia de Estudos,William P. Young,2017,192,Sextante,4.1,49,2,11,0,17,1,273,Literatura Estrangeira / Religião e Espiritualidade ,20,80
O Canto dos Segredos,Tana French,2017,608,Rocco,3.7,58,6,1,0,9,221,78,Crime / Ficção / Literatura Estrangeira / Suspense e Mistério ,11,89
Believe,Erin McCarthy,2014,232,Penguin,4.0,18,0,0,0,5,97,30,Literatura Estrangeira ,0,100
Os 27 Crushes de Molly,Becky Albertalli,2017,284,Intrínseca,4.2,3,314,78,3,184,5,4,Ficção / Literatura Estrangeira / Romance ,11,89
Clarice Lispector Todos os Contos,Clarice Lispector,2016,656,Rocco,4.6,755,55,74,15,1,4,1,Contos / Literatura Brasileira ,23,77
O Livro de Líbero,Alfredo Nugent Setubal,2020,256,Intrínseca,3.8,586,201,6,0,42,639,611,Fantasia / Ficção / Literatura Brasileira ,16,84
Tudo Começa com a Comida,Dallas Hartwig,2017,360,Sextante,4.1,28,2,0,1,13,620,25,Autoajuda / Literatura Estrangeira ,17,83
Ache Momo,Andrew Knapp,2014,144,Intrínseca,4.4,377,12,0,0,3,173,510, Será que você consegue achar Momo?Animais de Estimação / Artes ,20,80
Relacionamentos,The School Of Life,2018,128,Sextante,4.1,81,4,0,0,16,132,93,Não-ficção ,31,69
A Última Festa,Lucy Foley,2020,304,Intrínseca,3.8,5,1,87,3,527,8,5," Com uma trama assustadora e brilhantemente construída, A Última Festa planta no leitor a semente da dúvida: será que velhos amigos são sempre os melhores amigos?Crime / Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério ",13,87
Conversas com um Professor de Literatura,Gustavo Bernardo,2013,224,Rocco,4.5,21,1,1,0,6,61,31,Literatura Brasileira ,36,64
As Flores do Mal,Charles Baudelaire,2012,256,Martin,4.3,1,48,134,26,303,3,4,"Literatura Estrangeira / Poemas, poesias ",38,62
Coleção Dona de Casa do Século XXI - volume 4,Priscila Gorzoni ,2010,93,Universo,3.3,2,0,0,0,1,14,3, E ainda:- Receitas Práticas e rápidas- Livre-se de moscas e formigas- Receitas ecológicos de produtos de limpeza e muito mais- Dicas de como descongelar alimentos- Elimine o mau cheiro da geladeira- Segredinhos para a hora de lavar a louça ,0,100
Para todos os garotos que já amei,Jenny Han,2014,256,Intrínseca,4.4,29,1,374,112,1,37,52,Ficção / Literatura Estrangeira / Romance ,3,97
Fogo Cruzado,James Patterson,2012,208,Arqueiro,3.9,633,32,16,0,28,952,1," Ele escapou da penitenciária de segurança máxima, para onde foi mandado por Cross, e não vai descansar até conseguir se vingarCrime / Literatura Estrangeira / Romance policial ",25,75
A jangada,Júlio Verne,2000,371,Planeta,3.7,112,8,16,0,9,278,265,  Michel RiaudelAventura / Ficção / Literatura Estrangeira / Romance / Suspense e Mistério ,52,48
O dia em que Selma sonhou com um ocapi,Mariana Leky,2019,320,TAG,4.0,783,116,19,1,57,629,860,Ficção / Literatura Estrangeira / Romance ,17,83
O desaparecimento de Josef Mengele, Olivier Guez ,2019,224,Intrínseca,3.7,77,10,1,1,12,1,80,Ficção / Literatura Estrangeira / Romance ,20,80
O Tempo Entre Nós,Tamara Ireland Stone,2014,368,Rocco,3.9,354,14,8,1,18,873,484,Jovem adulto / Literatura Estrangeira ,4,96
Brida,Paulo Coelho,2001,288,Rocco,3.6,13,212,716,53,232,2,51," Literatura Brasileira / Autoajuda / Biografia, Autobiografia, Memórias / Religião e Espiritualidade / Romance ",21,79
"Amém, Marcos!",Cesar Greco,2012,200,Universo,4.7,8,1,0,0,0,2,13,  ,52,48
Antes da Queda,Noah Hawley,2017,365,Intrínseca,3.4,330,56,10,1,43,1,379,Ficção / Literatura Estrangeira / Suspense e Mistério ,21,79
Categorias,Aristóteles,2010,168,Martin,4.1,47,3,3,0,3,83,103,Filosofia / Literatura Estrangeira ,68,32
O arqueólogo do futuro,Maria Valéria Rezende,2006,64,Planeta,3.4,19,0,2,0,3,15,31,Contos / Infantojuvenil / Literatura Brasileira ,36,64
Os Vingadores: Guerra Infinita - Thanos - Titã Consumido,Barry Liga,2019,416,Editora,4.5,23,4,1,0,6,601,19,brFicção / Literatura Estrangeira ,29,71
Desejo à Meia-Noite,Lisa Kleypas,2013,305,Arqueiro,4.3,7,339,58,12,166,4,10,"Será que Rohan, um cigano que preza sua liberdade acima de tudo, estará disposto a abrir mão de suas raízes e se curvar à maior instituição de todos os tempos: o casamento?Ficção / Literatura Estrangeira / Romance ",1,99
A Escolha da Dra. Cole,Noah Gordon,2002,324,Rocco,3.5,594,24,16,0,40,584,1,brRomance / Literatura Estrangeira ,24,76
A sabedoria de Gandhi,Richard Attenborough,2008,89,Sextante,3.5,28,3,2,0,3,45,46,"""""De que vale a fé se não for convertida em ação?""Autoajuda ",39,61
A Morte Como Despertar,Rajiv Parti,2017,240,Sextante,3.6,42,5,1,0,7,1,67,"Biografia, Autobiografia, Memórias / Literatura Estrangeira / Não-ficção / Religião e Espiritualidade ",19,81
Promessa de Pai,Joe Biden,2020,256,Intrínseca,4.6,8,2,0,0,3,142,3,"Biografia, Autobiografia, Memórias / Literatura Estrangeira / Política ",27,73
Tudo Nela Brilha E Queima - Poemas De Luta E Amor,Ryane Leão,2017,192,Planeta,4.1,4,542,33,8,215,4,5,"Literatura Brasileira / Poemas, poesias ",4,96
Firmin,Sam Savage,2009,160,Editora,4.1,394,39,22,0,15,524,574,Ficção científica ,30,70
Um Mundo Melhor,Marcus Sakey,2016,420,Galera,4.5,79,14,0,0,6,370,89, Literatura Estrangeira / Romance ,27,73
O Cemitério dos Vivos,Lima Barreto,2004,239,Planeta,3.9,218,11,12,0,56,401,363,Literatura Brasileira ,30,70
Caderno de rabiscos para adultos que querem chutar o balde,Claire Fay,2009,48,Intrínseca,3.3,56,1,0,0,1,107,92,Literatura Estrangeira ,18,82
Pocoyo não quer dormir,Pocoyo,2010,24,Planeta,5.0,1,0,0,0,0,0,1, O que será que seu amigo fará para que Pocoyo pare de brincar e vá dormir? ,0,100
Receitas Fáceis Com 4 Ingredientes,Kim McCosker,2012,294,Verus,4.0,3,0,0,0,0,36,1,"Se você é uma pessoa ocupada, com orçamento apertado, está aprimorando suas habilidades culinárias, está de mudança e não terá um espaço enorme para a despensa, ou simplesmente não tem tempo para o supermercado, então este livro é para você! ",33,67
De Menina a Mulher 2,Drica Pinotti,2008,176,Rocco,3.1,308,3,10,1,1,80,646,Infantojuvenil / Literatura Estrangeira ,0,100
Dez argumentos para você deletar agora suas redes sociais,Jaron Lanier,2018,192,Intrínseca,3.7,1,133,89,2,264,1,1,Internet / Literatura Estrangeira / Não-ficção / Política / Psicologia ,35,65
A Praça do Diamante,Mercè Rodoreda ,1962,239,Planeta,4.1,1,84,16,1,52,881,1,Literatura Estrangeira / Ficção / Romance ,22,78
A Bola de Neve,Alice Schroeder,2020,992,Sextante,4.4,305,22,95,4,209,1,503,Literatura Estrangeira / Negócios e Empreendedorismo / Não-ficção ,75,25
Aprendendo a silenciar a mente,Osho,2010,109,Sextante,3.9,294,7,7,2,60,438,587, (da contracapa)Autoajuda ,27,73
Corrente de Ouro,Cassandra Clare,2020,598,Galera,4.7,748,121,0,2,281,2,343,Fantasia / Ficção / Literatura Estrangeira / Romance ,9,91
O Círculo Matarese,Robert Ludlum,1997,577,Rocco,4.0,92,0,4,0,6,78,176,Romance / Aventura / Crime / Ficção / Literatura Estrangeira / Suspense e Mistério ,62,38
Inquebrável ,Kami Garcia,2014,288,Galera,3.9,336,27,4,1,13,614,439,Suspense e Mistério / Terror ,15,85
Cidade de Vidro,Cassandra Clare,2014,474,Galera,4.5,31,737,497,88,1,88,59,Aventura / Fantasia / Infantojuvenil / Jovem adulto / Literatura Estrangeira / Drama / Ficção / Romance ,16,84
Annie,Thomas Meehan,2014,208,Intrínseca,4.2,739,68,5,0,32,585,950, Mas será que Annie finalmente conseguirá realizar seu sonho e escapar da dura vida do orfanato?Literatura Estrangeira ,15,85
O Futuro da Humanidade,Augusto Cury,2010,251,Sextante,4.2,7,242,531,48,657,3,15,Autoajuda / Ficção / Psicologia ,25,75
Operação Impensável ,Vanessa Barbara,2015,224,Intrínseca,3.6,183,19,6,0,9,258,227,Literatura Brasileira / Romance ,25,75
Água viva,Clarice Lispector,2019,224,Rocco,4.3,3,155,215,34,273,3,6,Ficção / Literatura Brasileira / Romance ,26,74
Despertar,Amanda Hocking,2012,208,Planeta,3.6,1,85,61,0,64,1,2,Ficção / Jovem adulto / Literatura Estrangeira ,5,95
A Dama mais Apaixonada,Julia Quinn,2019,278,Arqueiro,4.0,1,160,6,0,44,2,1,Ficção / Literatura Estrangeira / Romance ,1,99
Dicas da Imensidão,Margaret Atwood,2017,242,Rocco,6.5,2,0,0,0,1,5,2,Literatura Estrangeira ,10,90
CARROSSEL 2,Vários,2016,143,Universo,3.6,18,1,1,1,2,64,13," Além de se infiltrarem em um ensaio, sequestram a Maria Joaquina! Agora, as crianças terão de correr contra o relógio com a ajuda da Professora Helena para encontrarem a amiga e não perderem o grande show, afinal, os amigos precisam permanecer juntos em todos os momentos da vida, seja resgatando uma amiga ou cantando ao lado de uma superstar!Entretenimento / Infantojuvenil ",15,85
O Duelo dos Imortais,Colleen Houck,2017,112,Arqueiro,3.9,646,58,10,0,39,2,865,Fantasia / Ficção / Jovem adulto / Literatura Estrangeira / Romance ,9,91
O Doador,Lois Lowry,2009,192,Sextante,3.9,8,315,145,9,404,7,12,Distopia / Ficção / Infantojuvenil / Literatura Estrangeira ,20,80
A única memória de Flora Banks,Emily Barr,2020,280,Verus,3.8,185,42,2,0,20,1,173,Jovem adulto / Literatura Estrangeira / Romance ,4,96
Trainspotting,Irvine Welsh,2005,344,Rocco,4.3,1,51,44,5,92,2,1,Ficção / Romance ,40,60
Momentos de reflexão,Chico Xavier,2014,304,Planeta,4.5,15,1,0,1,13,164,27,Literatura Brasileira / Religião e Espiritualidade ,23,77
O Túmulo da Borboleta,Anne Cassidy,2016,272,Rocco,3.5,80,4,1,0,5,293,119,Ficção / Jovem adulto / Literatura Estrangeira ,11,89
A Dinâmica do Capitalismo,Fernand Braudel,1987,94,Rocco,4.0,50,4,3,2,73,162,110,História / Não-ficção ,53,47
Me Encontre, André Aciman ,2019,272,Intrínseca,3.5,983,157,27,1,128,1,1,Ficção / LGBT / GLS / Literatura Estrangeira / Romance ,39,61
As Vozes do Coração,Jodi Picoult,2014,392,Verus,3.4,69,8,6,0,6,240,94,Ficção / Literatura Estrangeira / Romance ,5,95
Mortos Não Contam Segredos,Karen M. McManus,2019,352,Galera,4.0,1,151,12,1,58,4,1,Ficção / Jovem adulto / Literatura Estrangeira / Suspense e Mistério ,9,91
O Livro da Mitologia,Thomas Bulfinch,2013,655,Martin,4.0,7,175,937,57,1,9,12,Contos / Ficção / Literatura Estrangeira / Aventura ,37,63
Dracul,Dacre Stoker,2018,432,Editora,4.3,65,8,2,0,16,340,71,Literatura Estrangeira / Terror ,24,76
Amanhecer,Stephenie Meyer,2009,567,Intrínseca,3.9,82,1,3,469,1,13,276,Ficção / Literatura Estrangeira / Romance / Fantasia / Suspense e Mistério / Jovem adulto ,11,89
Heartlight,Marion Zimmer Bradley,2000,544,Rocco,3.8,69,3,6,0,6,110,133,Literatura Estrangeira ,24,76
O Prisioneiro,Anand Dílvar,2018,112,Sextante,4.0,142,23,1,1,5,590,162,Autoajuda ,15,85
O Beijo da Meia-Noite,Lara Adrian,2011,400,Universo,4.0,1,86,53,9,44,1,2,"Aqui, nos braços do intimidante líder da Raça, Gabrielle enfrentará um destino extraordinário, repleto de perigos, sedução, e dos mais sombrios prazeresFantasia / Literatura Estrangeira ",3,97
O Lar da Srta. Peregrine para Crianças Peculiares,Ransom Riggs,2016,352,Intrínseca,4.1,29,1,1,76,3,35,50,Aventura ,18,82
Mentes Felizes,Rosana Alves,2018,256,Universo,3.7,20,4,0,0,16,617,34,Autoajuda / Bem estar e lazer / Literatura Estrangeira / Medicina e Saúde ,22,78
Mil dias em Veneza,Marlena de Blasi,2010,240,Sextante,3.4,1,75,261,0,104,1,2,Ficção / Literatura Estrangeira ,7,93
Star Wars Darth Vader - Figuras de Chumbo,Lucasfilm Ltd.,2005,20,Planeta,4.0,4,0,0,0,1,0,8,"HQ, comics, mangá ",58,42
Nunca Jamais,Colleen Hoover,2017,144,Galera,3.9,2,157,20,3,49,3,3,Ficção / Literatura Estrangeira / Romance ,6,94
As mil noites,E.K. Johnston,2016,320,Intrínseca,3.7,816,76,30,1,41,1,1,Literatura Estrangeira / Romance ,5,95
A Intuicionista,Colson Whitehead,2018,320,HarperCollins,3.0,52,10,7,0,9,145,67,Ficção científica / Literatura Estrangeira ,37,63
Bird Box: Caixa de Pássaros,Josh Malerman,2019,320,Intrínseca,4.1,62,3,0,0,3,80,76,Horror / Literatura Estrangeira ,36,64
Yaqui Delgado Quer Quebrar a Sua Cara,Meg Medina,2015,272,Intrínseca,3.7,944,58,40,0,42,1,1, Publishers WeeklyLiteratura Estrangeira / Romance ,15,85
A Aventura do Estilo,Henry James,2017,272,Rocco,4.6,5,2,0,0,1,35,10,Ensaios / Literatura Estrangeira ,32,68
Vivendo a comunicação não violenta,Marshall B. Rosenberg,2019,192,Sextante,4.4,1,141,92,24,861,4,1," Além de oferecer uma introdução à Comunicação Não Violenta, este livro trata dos seguintes temas:  Podemos dar um jeito: como resolver conflitos de forma pacífica e eficaz  Amar sendo eu mesmo: como criar relações amorosas sem abrir mão de nossos valores e integridade  Superando a dor entre nós: como alcançar a reconciliação e a cura sem fazer concessões  O propósito surpreendente da raiva: para além do gerenciamento da raiva, como encontrar sua virtude  Criando filhos com compaixão: como educar de acordo com a CNV  Espiritualidade prática: reflexões sobre a base espiritual da CNVAutoajuda / Comunicação / Literatura Estrangeira ",23,77
A Cruz de Fogo,Diana Gabaldon,2017,592,Arqueiro,4.5,722,52,10,1,125,3,1,Fantasia / Ficção / Literatura Estrangeira / Romance ,8,92
Missão Cupido,Kieran Scott,2017,352,Galera,4.0,28,2,1,0,1,129,7, Será que o cupido perdeu o talento?Ficção / Jovem adulto / Literatura Estrangeira ,5,95
Esconderijo Perfeito,Meg Cabot,2013,288,Galera,4.3,607,16,3,1,9,877,1,Ficção / Infantojuvenil / Literatura Estrangeira ,3,97
O Pessegueiro,Sarah Addison Allen,2013,256,Planeta,4.1,937,78,5,0,18,1,1,Ficção / Literatura Estrangeira ,3,97
Decodificando o universo,Charles Seife,2010,319,Rocco,4.2,15,1,2,0,3,40,15,Ciência da Informação ,55,45
O Segredo do Talento,Daniel Coyle,2014,128,Sextante,3.8,213,11,3,0,21,474,308,Conheça algumas dicas:- É melhor praticar cinco minutos por dia do que uma hora por semana- Esteja disposto a fazer papel de bobo- Invente desafios inteligentes e viciantes- Dê preferência à simplicidade- Termine sua prática com algo positivo- Pare antes de ficar exausto- Guarde as grandes metas em segredo ,38,62
Em busca do tempo presente,Kankyo Tannier,2020,160,Sextante,3.8,3,0,0,0,2,199,1,Autoajuda / Literatura Estrangeira / Religião e Espiritualidade ,16,84
A Senhora do Império,Raymond E. Feist,2016,752,Arqueiro,4.5,199,9,3,0,19,829,286,Fantasia / Literatura Estrangeira ,35,65
Você é Insubstituível,Augusto Cury,2012,112,Sextante,3.5,6,216,180,30,125,2,14,Autoajuda / Bem estar e lazer / Literatura Brasileira ,19,81
"Egitomania: o fascinante mundo do antigo Egito, vol. 3",Vários,2006,60,Planeta,4.3,7,0,0,0,1,8,17,Senusert I e a história de SinuhéA construção das pirâmidesA pedra de RosetaO túmulo de Nefertari  ,46,54
Anatomia de Um Excluído,Andrea Portes,2017,320,Galera,3.8,50,11,1,0,2,167,33,Ficção / Jovem adulto / Literatura Estrangeira / Romance ,9,91
O Hipinotista,Lars Kep´ler,2011,383,Intrínseca,3.9,22,1,0,0,3,28,28,Romance policial ,15,85
Estranha Perfeição,Abbi Glines,2014,208,Arqueiro,4.1,5,160,59,13,106,2,9,Ficção / Literatura Estrangeira / Romance ,1,99
Uma História Incomum Sobre Livros e Magia,Lisa Papademetriou,2016,192,Arqueiro,3.7,548,71,19,1,34,950,697,Ficção / Literatura Estrangeira / Romance ,10,90
Não fale com estranhos,Harlan Coben,2020,304,Editora,4.1,3,414,46,3,196,4,4,Ficção / Literatura Estrangeira / Suspense e Mistério ,15,85
Anglo-saxões,Orlando Paes Filho,2004,71,Planeta,3.3,23,1,1,0,1,48,34,Fantasia ,80,20
Bebês submarinos,Seth Casteel,2015,112,Intrínseca,4.5,44,0,0,0,0,49,57,Artes / Entretenimento ,18,82
S.,Doug Dorst,2015,472,Intrínseca,4.1,895,86,165,20,637,4,1,Ficção / Literatura Estrangeira ,27,73
Avanço,James Frey,2016,107,Intrínseca,3.5,45,1,0,1,2,129,48,"O Endgame ainda não começou, e a Linhagem Zero vai fazer de tudo para o Jogo não acontecerAventura / Ficção / Ficção científica ",27,73
Poesia Reunida,Bruna Lombardi,2017,384,Sextante,3.4,12,1,0,0,2,287,15,"Literatura Estrangeira / Poemas, poesias ",21,79
Box Coleção Brasilis: 4 Livros,Eduardo Bueno,2020,856,Sextante,4.5,2,2,0,0,0,7,2,"""  Do autógrafo dado por Eric Hobsbawm a Eduardo BuenoGeografia / História / História do Brasil ",63,37
